序號	客家語言	等級	腔調	類別	客語音標	華語辭義	英語詞義	客語例句	華語翻譯
038	奧林匹克	初級	四縣	休閒娛樂	oˇ  lim  pid  guˋ	奧林匹克	Olympics	奧林匹克運動會四年辦一擺。	奧林匹克運動會四年辦一次。
039	打拳頭	初級	四縣	休閒娛樂	daˋkienˇ teuˇ【daˋ kianˇ teuˇ】	打拳	to fight with fists	吾爸頭擺當（蓋）愛去大廟口看人打拳頭。	我爸爸以前很喜歡去大廟口看人打拳。
040	釣魚仔	初級	四縣	休閒娛樂	diau  ngˇ eˋ	釣魚	fishing	阿爸長透去河壩釣魚仔。	爸爸常去河邊釣魚。
041	旅行	初級	四縣	休閒娛樂	liˊ hangˇ【liˋ hangˇ】	旅行	to travel	佢去美國旅行，翕當（蓋）多相片轉（歸）來。	他去美國旅行，照很多相片回來。
042	出國	初級	四縣	休閒娛樂	cudˋ guedˋ【cudˋ gedˋ】	出國	to go overseas	阿宏牯帶歸家人出國去尞。	阿宏帶全家人出國去玩。
043	派對	初級	四縣	休閒娛樂	pai dui（pa  tiˇ）	派對	parties and banquets	吾生日派對你愛來喲！	我生日派對你要來喲！
044	搞電動	初級	四縣	休閒娛樂	gauˋ tien  tung	玩電動遊戲	to play video games	阿姆講，作業寫忒正做得搞電動。	媽媽說，作業寫完才可以玩電動。
045	聽音樂	初級	四縣	休閒娛樂	tangˊ imˊ ngog	聽音樂	to listen to music	駛車仔聽音樂，較（過）毋會啄目睡。	開車聽音樂，比較不會打瞌睡。
046	熱門音樂會	初級	四縣	休閒娛樂	ngied  munˇ imˊ ngog  fi	熱門音樂會	popular music concert	後生人較（過）愛參加熱門音樂會。	年輕人比較喜歡參加熱門音樂會。
047	揣令仔	初級	四縣	休閒娛樂	tonˇ  liang  eˋ	猜謎語	riddle guessing games	元宵燈會廟坪有揣令仔个活動。	元宵燈會廟口有猜燈謎的活動。
048	粉絲	初級	四縣	休閒娛樂	funˋ siiˊ	球迷；歌迷等	fans	係王建民个粉絲。	我是王建民的粉絲。
049	迷	初級	四縣	休閒娛樂	miˇ	…的愛好者	fans	該隻歌星出國轉（歸）來，當（蓋）多歌迷去飛機場接佢。	那個歌星出國回來，很多歌迷去機場接她。
050	看電視	初級	四縣	休閒娛樂	kon  tien  sii	看電視	to watch television	阿明牯！毋好一日到暗看電視！	阿明！不要一天到晚看電視！
051	連續劇	初級	四縣	休閒娛樂	lienˇ xiug  kiagˋ【lienˇ xiug  kiug】	連續劇	TV series	阿公當（蓋）好看連續劇。	祖父很喜歡看連續劇。
052	集郵	初級	四縣	休閒娛樂	xib  iuˇ	集郵	stamp collecting	你有集郵無？這張郵票分你。	你有集郵嗎？這張郵票給你。
053	看電影	初級	四縣	休閒娛樂	kon  tien  iangˋ	看電影	to watch movies	昨暗晡跈阿姊去看電影。	我昨天晚上跟姊姊去看電影。
054	打鬥敘	初級	四縣	休閒娛樂	daˋ deu  xi	合夥吃東西	to have a potluck	禮拜日閒閒，共下來去打鬥敘好無？	禮拜天很空閒，一起去聚餐好嗎？
055	戲劇	初級	四縣	休閒娛樂	hi  kiagˋ	戲劇	drama	客家戲劇越來越受歡迎。	客家戲劇越來越受歡迎。
056	相聲	初級	四縣	休閒娛樂	xiong  sangˊ	相聲	Chinese comic dialogue, cross talk	佢兩儕講相聲，當（蓋）鬥搭。	他們倆說相聲，很有默契。
057	打嘴鼓	初級	四縣	休閒娛樂	daˋzoi guˋ	談天	to chitchat	有人坐在涼亭打嘴鼓。	有人坐在涼亭聊天。
058	表演	初級	四縣	休閒娛樂	beuˋ ienˊ【beuˋ ianˊ】	表演	to perform	拜六有馬戲團會來臺北表演。	禮拜六有馬戲團會來臺北表演。
059	節目	初級	四縣	休閒娛樂	jiedˋ mug	節目	program; show	下隻節目係鑽火圈。	下個節目是鑽火圈。
060	話劇	初級	四縣	休閒娛樂	fa  kiagˋ【fa kiug】	話劇	stage play	下禮拜，學校愛辦話劇比賽。	下禮拜，學校要辦話劇比賽。
061	撮把戲	初級	四縣	休閒娛樂	codˋ baˋ hi	雜耍	a kind of  vaudeville  without stage  popular  in the past	暗晡夜，廟坪有撮把戲好看。	今天晚上，廟口有雜耍可看。
062	收冬戲(平安戲)	初級	四縣	休閒娛樂	suˊ dungˊ hi （pinˇ onˊ hi ）	平安戲	play celebrating winter harvest	客家莊逐年都會做收冬戲。	客家莊每年都會有平安戲。
063	假期	初級	四縣	休閒娛樂	gaˋ kiˇ	假期	vacation	明年新年假期，愛出國去尞。	明年新年假期，我要出國去玩。
064	行棋仔	初級	四縣	休閒娛樂	hangˇ kiˇeˋ	下棋	to play chess	講着行棋仔，吾爸係專家。	說到下棋，我爸是專家。
065	畫圖	初級	四縣	休閒娛樂	fa  tuˇ/vag tuˇ	畫畫	to paint	阿明牯當（蓋）好畫圖。	阿明很喜歡畫圖。
066	山歌	初級	四縣	休閒娛樂	sanˊ goˊ	山歌	Mountain Song （traditional Hakka folk song）	逐年天穿日，竹東都有山歌比賽。	每年天穿日，竹東都有山歌比賽。
067	老山歌	初級	四縣	休閒娛樂	loˋ sanˊ goˊ	老山歌	Lao-San-Ge （ one of the 3 popular tunes of Mountain Song ）	唱老山歌愛牽聲正好聽。	唱老山歌要拉尾音才好聽。
068	山歌子	初級	四縣	休閒娛樂	sanˊ goˊ ziiˋ	山歌子	San-Ge-Tz （ one of the 3 popular tunes of Mountain Song ）	山歌子係山歌三大調之一。	山歌子是山歌三大調之一。
069	平板	初級	四縣	休閒娛樂	piangˇ  banˋ	平板	Ping-Ban （ one of the 3 popular tunes of Mountain Song ）	吾叔盡會唱平板。	我叔叔非常會唱平板。
070	採茶戲	初級	四縣	休閒娛樂	caiˋ  caˇ hi	採茶戲	Hakka tea-picking Opera	這下个採茶戲，後生人乜好看。	現在的採茶戲，年輕人也愛看。
071	歌仔戲	初級	四縣	休閒娛樂	guaˊ eˋ hi	歌仔戲	Hoklo Opera	當（蓋）多學老人愛看歌仔戲。	很多閩南人喜歡看歌仔戲。
072	八音	初級	四縣	休閒娛樂	badˋ imˊ	八音	The Eight Notes traditional Hakka folk music	客家个傳統音樂就係八音。	客家的傳統音樂就是八音。
073	大戲【人戲】	初級	四縣	休閒娛樂	tai  hi 【nginˇ hi】	大戲	The Grand Hakka Opera	廟坪做大戲（人戲），來去看，愛無？	廟口演大戲，過去看，好不好？
074	公園	初級	四縣	休閒娛樂	gungˊ  ienˇ【gungˊ  ianˇ】	公園	park	阿公逐（每）日去公園唱山歌。	爺爺每天去公園唱山歌。
075	跈人毋着	初級	四縣	休閒娛樂	tenˇnginˇmˇdoˋ	落伍	outdated	毋曉打電腦，跈人毋着吔！	我不會打電腦，落伍了！
076	時行	初級	四縣	休閒娛樂	siiˇ hangˇ	流行	popular; fashionable	有一駁仔，當（蓋）時行著喇叭褲。	有一陣子，很流行穿喇叭褲。
001	這	初級	四縣	代詞	iaˋ	這	this	這搭仔（這跡仔）車仔當（蓋）多，行路愛細義。	這裡車子很多，走路要小心。
002	該	初級	四縣	代詞	ge	那	that	當（蓋）多細人仔在該擲飛盤。	很多小孩子在那裡擲飛盤。
003	哪	初級	四縣	代詞	nai	哪	which	借問一下，到總統府，愛去哪搭仔坐車？	請問一下，到總統府，要去哪裡搭車？
004	這位	初級	四縣	代詞	iaˋ vi	這裡	here	在這位坐，你去該片坐。	我在這裡坐，你去那邊坐。
005	該位	初級	四縣	代詞	ge vi	那裡	there	該位恁多人在該做麼个？	那裡這麼多人在幹什麼？
006	哪位	初級	四縣	代詞	nai vi【lai eˋ/nai eˋ】	哪裡	where	你愛去哪位？	你要去哪裡？
007	這個	初級	四縣	代詞	iaˋ ge	這個	this	這個細人仔係你帶來个無？	這個小孩子是你帶來的嗎？
008	該個	初級	四縣	代詞	ge ge	那個	that	該個後生人當（蓋）有禮貌。	那個年輕人很有禮貌。
009	哪個	初級	四縣	代詞	nai  ge	哪一個	which one	臺頂恁多人，毋知哪個係厥倈仔？	臺上這麼多人，不知道哪個是他兒子？
010	毋管麼人（毋管麼儕）	初級	四縣	代詞	mˇgonˋmaˋnginˇ（ mˇgonˋmaˋsaˇ ）	不管誰	any one	毋管麼人都做毋得落(入)去。	不管誰都不可以進去。
011	第幾多個	初級	四縣	代詞	ti  gidˋdoˊ ge【ti  idˋdoˊ ge】	第幾個	which one of; what number of	這下輪到第幾多個吔？	現在輪到第幾個了？
012	第一個	初級	四縣	代詞	ti  idˋ ge	第一個	first one	第一個落(入)來个人客，做得打七折。	第一個進來的客人，可以打七折。
013	盡尾一個（最尾一個）	初級	四縣	代詞	qin  miˊ idˋ ge（zui  miˊ idˋ ge ）	最後一個	last one	盡尾一個交作業个人，愛負責疊齊來。	最後一個交作業的人，要負責疊整齊。
014	這片	初級	四縣	代詞	iaˋ pienˋ	這邊	here	這片人較(過)少，你過來！	這邊人比較少，你過來！
015	該片	初級	四縣	代詞	ge pienˋ	那邊	there	河壩該片有人講話。	河那邊有人說話。
016	哪片	初級	四縣	代詞	nai pienˋ	哪邊	where	這片係贊成，該片係反對，你愛企哪片？	這邊是贊成，那邊是反對，你要站哪邊？
017	哪隻	初級	四縣	代詞	nai zagˋ	哪一隻	which one	恁多隻鴨仔，哪隻正係若个？	這麼多隻鴨子，哪隻才是你的？
018	麼人（麼儕）	初級	四縣	代詞	maˋ nginˇ【manˋ nginˇ】（maˋ saˇ）	什麼人、誰	who	麼人在外背喊恁大聲？	誰在外面叫這麼大聲？
019	麼人个（麼儕个）	初級	四縣	代詞	maˋ nginˇ ge【manˋnginˇe】（maˋ saˇ ge）	誰的	whose	這隻皮包仔係麼人个？	這個皮包是誰的？
020	麼	初級	四縣	代詞	maˋ ge	什麼	what	你透日仔無看着人，在該無閒麼个？	整天沒看到人，你在忙什麼？
021	做麼个	初級	四縣	代詞	zo  maˋ ge	為什麼	why	你做麼个愛撩佢？	你為什麼要惹他？
022	麼个所在（麼个地方）	初級	四縣	代詞	maˋge   soˋ cai （ maˋ ge ti fongˊ）	什麼地方	where	六堆在麼个所在？	六堆在什麼地方？
001	禮拜日（禮拜、拜日）	初級	四縣	時間空間	liˊ bai  ngidˋ（liˊ bai 、 bai ngidˋ）	星期日	Sunday	𠊎逐禮拜日愛去打籃球。	我每個禮拜天要去打籃球。
002	拜一（禮拜一）	初級	四縣	時間空間	bai  idˋ（liˊ bai idˋ）	星期一	Monday	天光日係拜一愛上班，早兜仔睡。	明天是星期一要上班，早點睡。
003	拜二（禮拜二）	初級	四縣	時間空間	bai  ngi （liˊ bai ngi ）	星期二	Tuesday	拜二吾爸做生日，正來分請哪！	禮拜二我爸爸生日，來讓我請喔！
004	拜三（禮拜三）	初級	四縣	時間空間	bai  samˊ（liˊ bai samˊ）	星期三	Wednesday	下禮拜三愛考試，還吂準備好。	下禮拜三要考試，我還沒準備好。
005	拜四（禮拜四）	初級	四縣	時間空間	bai  xi （liˊ bai xi ）	星期四	Thursday	先生講拜四愛交作業，害拚到會死。	老師說禮拜四要交作業，害我拚得要命。
006	拜五（禮拜五）	初級	四縣	時間空間	bai  ngˋ（liˊ bai ngˋ）	星期五	Friday	拜五下班時間盡會塞車。	禮拜五下班時間很容易塞車。
007	拜六（禮拜六）	初級	四縣	時間空間	bai  liugˋ（liˊ bai liugˋ）	星期六	Saturday	（𠊎等）拜六共下來去洗身仔好無？	我們禮拜六一起去游泳好嗎？
008	正月	初級	四縣	時間空間	zangˊngied【zangˊngiad】	正月	the first month of lunar year	正月初一，大家歡喜過新年。	正月初一，大家歡喜過新年。
009	一月	初級	四縣	時間空間	idˋ ngied【idˋ ngiad】	一月	January;the first month of lunar year	新曆一月過忒，就愛放寒假吔。	國曆一月過完，就要放寒假了。
010	二月	初級	四縣	時間空間	ngi  ngied【ngi  ngiad】	二月	February;the 2nd month of lunar year	舊曆二月初二係伯公生。	舊曆二月初二是土地公生日。
011	三月	初級	四縣	時間空間	samˊ ngied【samˊ ngiad】	三月	March;the 3rd month of lunar year	三月十二係種樹節。	三月十二是植樹節。
012	四月	初級	四縣	時間空間	xi  ngied【xi  ngiad】	四月	April;the 4th month of lunar year	四月四日兒童節，細人仔盡歡喜。	四月四日兒童節，小孩子最高興。
013	五月	初級	四縣	時間空間	ngˋ ngied【ngˋ ngiad】	五月	May;the 5th month of lunar year	五月第二隻(個)禮拜係母親節。	五月第二個禮拜天是母親節。
014	六月	初級	四縣	時間空間	liugˋ ngied【liugˋ ngiad】	六月	June;the 6th month of lunar year	六月到吔，天時緊來緊熱。	六月到了，天氣越來越熱。
015	七月	初級	四縣	時間空間	qidˋ ngied【qidˋ ngiad】	七月	July;the 7th month of lunar year	七月天，有人無吹冷氣睡毋得。	七月天，有人沒吹冷氣睡不著。
016	八月	初級	四縣	時間空間	badˋ ngied【badˋ ngiad】	八月	August;the 8th month of lunar year	舊曆八月十五係八月半。	舊曆八月十五是中秋節。
017	九月	初級	四縣	時間空間	giuˋ ngied【giuˋ ngiad】	九月	September;the 9th month of lunar year	九月會到咧，好收心準備開學吔。	九月快到了，該收心準備開學了。
018	十月	初級	四縣	時間空間	siib  ngied【siib  ngiad】	十月	October;the 10th month of lunar year	十月十日係國慶日。	十月十日是國慶日。
019	十一月	初級	四縣	時間空間	siib  idˋ ngied【siib  id ngiad】	十一月	November;the 11th month of lunar year	舊年十一月，阿玲嫂去美國同厥妹仔做月。	去年十一月，阿玲嫂去美國幫她女兒做月子。
020	十二月	初級	四縣	時間空間	siib  ngi  ngied【siib  ngi  ngiad】	十二月	December;the 12th month of lunar year	阿松哥十二月愛討餔娘（姐仔）。	阿松哥十二月要娶太太。
021	季	初級	四縣	時間空間	gui	季	season	一年四季，春、夏、秋、冬。	一年四季，春、夏、秋、冬。
022	春天	初級	四縣	時間空間	cunˊtienˊ	春天	spring	臺灣个天時，一年透天都像春天樣仔。	臺灣的天氣，一年到頭都像春天一樣。
023	熱天	初級	四縣	時間空間	ngied tienˊ【ngiad tienˊ】	夏天	summer	今年个熱天特別多風搓。	今年的夏天特別多颱風。
024	秋天	初級	四縣	時間空間	qiuˊtienˊ	秋天	autumn	秋天到哩，天時開始轉涼。	秋天到了，天氣開始轉涼。
025	寒天	初級	四縣	時間空間	honˇ tienˊ	冬天	winter	寒天煮一鑊燒燒个薑嫲湯，盡有銷。	冬天煮一鍋熱熱的薑湯，很受歡迎。
026	年	初級	四縣	時間空間	ngienˇ【ngianˇ】	年	year	一年有十二隻月。	一年有十二個月。
027	閏年	初級	四縣	時間空間	iun  ngienˇ【iun  ngianˇ】	閏年	leap year	新曆閏年个二月有二十九日。	新曆閏年的二月有二十九天。
028	前年	初級	四縣	時間空間	qienˇ ngienˇ【qienˇ ngianˇ】	前年	the year before last	吾哥前年去日本尞。	我哥哥前年去日本玩。
029	舊年	初級	四縣	時間空間	kiu  ngienˇ【kiu  ngianˇ】	去年	last year	阿水哥舊年分車仔撞着。	阿水哥去年被車子撞。
030	今年	初級	四縣	時間空間	gimˊngienˇ（ginˊ ngienˇ）【ginˊ ngianˇ】	今年	this year	阿公今年愛做八十一吔。	爺爺今年要做八十一大壽了。
031	過忒年（明年、過年）【過核年】	初級	四縣	時間空間	go tedˋngienˇ（mangˇ ／  minˇ ngienˇ、  go eˋ ngienˇ）【go hedˋngianˇ】	明年	next year	吾哥過忒年(過核年)愛考高中。	我哥哥明年要考高中。
032	分	初級	四縣	時間空間	funˊ	分	minute	這下係五點三十五分。	現在是五點三十五分。
033	秒	初級	四縣	時間空間	meuˋ	秒	second	佢一百公尺走十二秒，還遽哦！	他一百公尺跑十二秒，好快哦！
034	點鐘	初級	四縣	時間空間	diamˋ zungˊ	點鐘	hour	對這行路去火車頭，愛一點鐘久。	從這裡走路到火車站，要一個鐘頭。
035	時鐘仔【時鐘】	初級	四縣	時間空間	siiˇ zungˊeˋ【siiˇ zungˊ】	時鐘	clock	送禮莫送時鐘仔較（過）好。	送禮不要送時鐘比較好。
036	手錶仔（時錶仔）	初級	四縣	時間空間	suˋbeuˋeˇ（siiˇ beuˋeˇ）【suˋ beuˊ eˋ】	手錶	watch	無戴手錶仔，毋知這下幾多點。	我沒戴手錶，不知道現在幾點。
037	鬧鐘仔【鬧鐘】	初級	四縣	時間空間	nau  zungˊeˋ【nau  zungˊ】	鬧鐘	alarm clock	天光日愛早，愛記得撙(轉)鬧鐘仔(鬧鐘)喔！	明天要早起，要記得設定鬧鐘喔！
038	朝晨	初級	四縣	時間空間	zeuˊ siinˇ	早晨	morning	吾婆逐朝晨都去公園運動。	我奶奶每天早上都去公園運動。
039	當晝	初級	四縣	時間空間	dongˊ zu	中午	midday	當晝無睡，下晝當（蓋）無精神。	中午沒睡午覺，下午很沒精神。
040	下晝	初級	四縣	時間空間	haˊ zu	下午	afternoon	阿坤哥湊（邀）天光下晝去看電影。	阿坤哥約我明天下午去看電影。
041	臨暗仔（臨暗頭）	初級	四縣	時間空間	limˇ am eˋ（limˇ am  teuˇ）	傍晚	at dusk	臨暗仔正過來食夜。	傍晚再過來吃晚飯。
042	半夜	初級	四縣	時間空間	ban ia	半夜	midnight	昨哺日趕作業，半夜正睡。	我昨天趕作業，半夜才睡。
043	星光半夜【三更半夜】	初級	四縣	時間空間	sangˊ gongˊ ban  ia 【samˊ gongˊ ban  ia 】	三更半夜	small hours	佢逐(每)日都讀書讀到星光半夜【三更半夜】。	他每天都讀書讀到三更半夜。
044	天吂光	初級	四縣	時間空間	tienˊmangˇgongˊ	天未亮	before daylight	阿公長年天吂光就去洗身仔。	爺爺長年天還沒亮就去游泳。
045	臨天光仔（天曚光、天甫光）	初級	四縣	時間空間	limˇ tienˊgongˊeˋ（ tienˊ mungˇ gongˊ、tienˊ puˋgongˊ）	黎明	at dawn	臨天光仔，阿公就去做運動哩 。	黎明時，爺爺就去運動了 。
046	一天光（天一光）	初級	四縣	時間空間	idˋ tienˊ gongˊ（tienˊidˋgongˊ）	天一亮	at daybreak	阿爸一天光就床。	爸爸天一亮就起床。
047	一夜到天光（透夜）	初級	四縣	時間空間	idˋia do tienˊgongˊ（teu ia ）	通宵；透夜	all night long	昨暗晡睡毋忒，一夜到天光翻來翻去。	昨天晚上睡不著，整晚翻來覆去。
